COU,Country,Year,Life Expectancy at Birth,Population
ISL,Iceland,2012,83.0,320723.0
ISL,Iceland,2013,82.1,323763.0
ISL,Iceland,2014,82.9,327379.0
ISL,Iceland,2015,82.5,330818.0
ISL,Iceland,2016,82.3,335435.0
ISL,Iceland,2017,82.7,343399.0
ISL,Iceland,2018,82.9,352722.0
,Ireland,1964,65.31290322580645,2863800.0
,Ireland,1965,65.55161290322582,2875800.0
,Ireland,1966,66.05625,2884000.0
,Ireland,1967,66.396875,2899700.0
,Ireland,1968,66.66363636363637,2912200.0
,Ireland,1969,66.69687499999998,2925200.0
IRL,Ireland,1970,71.2,2949900.0
,Ireland,1971,67.93750000000003,2978200.0
,Ireland,1972,67.98648648648648,3024400.0
,Ireland,1973,68.22972972972973,3073000.0
,Ireland,1974,68.62894736842104,3123900.0
,Ireland,1975,68.99487179487178,3177200.0
,Ireland,1976,69.4125,3227800.0
,Ireland,1977,69.72051282051282,3271900.0
IRL,Ireland,1978,71.5,3314000.0
IRL,Ireland,1979,72.3,3368200.0
IRL,Ireland,1980,72.9,3401000.0
IRL,Ireland,1981,72.9,3443400.0
IRL,Ireland,1982,72.9,3480000.0
,Ireland,1983,71.37380952380954,3504000.0
,Ireland,1984,71.6857142857143,3529000.0
IRL,Ireland,1985,73.4,3540000.0
IRL,Ireland,1986,73.6,3540600.0
IRL,Ireland,1987,74.5,3546500.0
IRL,Ireland,1988,74.5,3530700.0
IRL,Ireland,1989,74.5,3509500.0
IRL,Ireland,1990,74.9,3505800.0
IRL,Ireland,1991,75.1,3525700.0
IRL,Ireland,1992,75.5,3554500.0
IRL,Ireland,1993,75.3,3574100.0
IRL,Ireland,1994,75.9,3585900.0
IRL,Ireland,1995,75.6,3601300.0
IRL,Ireland,1996,75.9,3626087.0
IRL,Ireland,1997,76.1,3664313.0
IRL,Ireland,1998,76.3,3703082.0
IRL,Ireland,1999,76.2,3741647.0
IRL,Ireland,2000,76.6,3789536.0
IRL,Ireland,2001,77.2,3847198.0
IRL,Ireland,2002,77.7,3917203.0
IRL,Ireland,2003,78.2,3979853.0
IRL,Ireland,2004,78.6,4045188.0
IRL,Ireland,2005,79.0,4133839.0
IRL,Ireland,2006,79.3,4232929.0
IRL,Ireland,2007,79.7,4375842.0
IRL,Ireland,2008,80.2,4485070.0
IRL,Ireland,2009,80.3,4533395.0
IRL,Ireland,2010,80.8,4554763.0
IRL,Ireland,2011,80.8,4574888.0
IRL,Ireland,2012,80.9,4593697.0
IRL,Ireland,2013,81.0,4614669.0
IRL,Ireland,2014,81.4,4645440.0
IRL,Ireland,2015,81.5,4687787.0
IRL,Ireland,2016,81.7,4739597.0
IRL,Ireland,2017,82.2,4792490.0
IRL,Ireland,2018,82.3,4857015.0
,Italy,1964,65.31290322580645,51675294.0
,Italy,1965,65.55161290322582,52112336.0
,Italy,1966,66.05625,52518925.0
,Italy,1967,66.396875,52900443.0
,Italy,1968,66.66363636363637,53235691.0
,Italy,1969,66.69687499999998,53537796.0
,Italy,1970,67.49743589743589,53821798.0
ITA,Italy,1971,72.0,54073525.0
,Italy,1972,67.98648648648648,54381345.0
,Italy,1973,68.22972972972973,54751405.0
ITA,Italy,1974,72.6,55110870.0
ITA,Italy,1975,72.7,55440999.0
ITA,Italy,1976,72.8,55718266.0
ITA,Italy,1977,73.4,55955407.0
ITA,Italy,1978,73.8,56155142.0
ITA,Italy,1979,74.1,56317750.0
ITA,Italy,1980,74.0,56433876.0
ITA,Italy,1981,74.3,56501674.0
ITA,Italy,1982,74.7,56543539.0
ITA,Italy,1983,74.8,56564076.0
ITA,Italy,1984,75.0,56576719.0
ITA,Italy,1985,75.6,56593070.0
ITA,Italy,1986,75.9,56596157.0
ITA,Italy,1987,76.3,56601936.0
ITA,Italy,1988,76.5,56629290.0
ITA,Italy,1989,76.9,56671778.0
ITA,Italy,1990,77.1,56719239.0
ITA,Italy,1991,77.1,56758522.0
ITA,Italy,1992,77.5,56797078.0
ITA,Italy,1993,77.8,56831823.0
ITA,Italy,1994,78.0,56843400.0
ITA,Italy,1995,78.3,56844301.0
ITA,Italy,1996,78.6,56860279.0
ITA,Italy,1997,78.9,56890371.0
ITA,Italy,1998,79.1,56906744.0
ITA,Italy,1999,79.5,56916316.0
ITA,Italy,2000,79.9,56942108.0
ITA,Italy,2001,80.2,56974097.0
ITA,Italy,2002,80.3,57059013.0
ITA,Italy,2003,80.1,57313200.0
ITA,Italy,2004,80.9,57685327.0
ITA,Italy,2005,80.9,57969482.0
ITA,Italy,2006,81.4,58143980.0
ITA,Italy,2007,81.5,58438309.0
ITA,Italy,2008,81.6,58826733.0
ITA,Italy,2009,81.7,59095367.0
ITA,Italy,2010,82.1,59277414.0
ITA,Italy,2011,82.3,59379446.0
ITA,Italy,2012,82.3,59539725.0
ITA,Italy,2013,82.8,60233944.0
ITA,Italy,2014,83.2,60789144.0
ITA,Italy,2015,82.6,60730585.0
ITA,Italy,2016,83.3,60627494.0
ITA,Italy,2017,83.0,60536713.0
ITA,Italy,2018,83.4,60421797.0
JPN,Japan,1964,70.3,98110000.0
JPN,Japan,1965,70.3,99209137.0
JPN,Japan,1966,71.0,99978000.0
JPN,Japan,1967,71.5,101145000.0
JPN,Japan,1968,71.7,102287000.0
JPN,Japan,1969,71.9,103491000.0
JPN,Japan,1970,72.0,104665171.0
JPN,Japan,1971,72.9,106100000.0
JPN,Japan,1972,73.2,107595000.0
JPN,Japan,1973,73.4,109104000.0
JPN,Japan,1974,73.7,110573000.0
JPN,Japan,1975,74.3,111939643.0
JPN,Japan,1976,74.8,113094000.0
JPN,Japan,1977,75.3,114165000.0
JPN,Japan,1978,75.7,115190000.0
JPN,Japan,1979,76.2,116155000.0
JPN,Japan,1980,76.1,117060396.0
JPN,Japan,1981,76.5,117902000.0
JPN,Japan,1982,76.9,118728000.0
JPN,Japan,1983,77.0,119536000.0
JPN,Japan,1984,77.4,120305000.0
JPN,Japan,1985,77.6,121048923.0
JPN,Japan,1986,78.1,121660000.0
JPN,Japan,1987,78.5,122239000.0
JPN,Japan,1988,78.4,122745000.0
JPN,Japan,1989,78.8,123205000.0
JPN,Japan,1990,78.9,123611167.0
JPN,Japan,1991,79.1,124101000.0
JPN,Japan,1992,79.2,124567000.0
JPN,Japan,1993,79.4,124938000.0
JPN,Japan,1994,79.8,125265000.0
JPN,Japan,1995,79.6,125570246.0
JPN,Japan,1996,80.3,125864000.0
JPN,Japan,1997,80.5,126166000.0
JPN,Japan,1998,80.6,126486000.0
JPN,Japan,1999,80.5,126686000.0
JPN,Japan,2000,81.2,126925843.0
JPN,Japan,2001,81.5,127291000.0
JPN,Japan,2002,81.8,127435000.0
JPN,Japan,2003,81.8,127619000.0
JPN,Japan,2004,82.1,127687000.0
JPN,Japan,2005,82.0,127767994.0
JPN,Japan,2006,82.4,127900515.0
JPN,Japan,2007,82.6,128032743.0
JPN,Japan,2008,82.7,128083960.0
JPN,Japan,2009,83.0,128031514.0
JPN,Japan,2010,82.9,128057352.0
JPN,Japan,2011,82.7,127834233.0
JPN,Japan,2012,83.2,127592657.0
JPN,Japan,2013,83.4,127413888.0
JPN,Japan,2014,83.7,127237150.0
JPN,Japan,2015,83.9,127094745.0
JPN,Japan,2016,84.1,126932772.0
JPN,Japan,2017,84.2,126706210.0
JPN,Japan,2018,84.3,126443180.0
,Korea,1964,65.31290322580645,27984155.0
,Korea,1965,65.55161290322582,28704674.0
,Korea,1966,66.05625,29435571.0
,Korea,1967,66.396875,30130983.0
,Korea,1968,66.66363636363637,30838302.0
,Korea,1969,66.69687499999998,31544266.0
KOR,Korea,1970,62.3,32240827.0
KOR,Korea,1971,62.7,32882704.0
KOR,Korea,1972,63.1,33505406.0
KOR,Korea,1973,63.5,34103149.0
KOR,Korea,1974,63.9,34692266.0
KOR,Korea,1975,64.3,35280725.0
KOR,Korea,1976,64.6,35848523.0
KOR,Korea,1977,65.0,36411795.0
KOR,Korea,1978,65.3,36969185.0
KOR,Korea,1979,65.6,37534236.0
KOR,Korea,1980,66.1,38123775.0
KOR,Korea,1981,66.7,38723248.0
KOR,Korea,1982,67.2,39326352.0
KOR,Korea,1983,67.7,39910403.0
KOR,Korea,1984,68.3,40405956.0
KOR,Korea,1985,68.9,40805744.0
KOR,Korea,1986,69.5,41213674.0
KOR,Korea,1987,70.1,41621690.0
KOR,Korea,1988,70.7,42031247.0
KOR,Korea,1989,71.2,42449038.0
KOR,Korea,1990,71.7,42869283.0
KOR,Korea,1991,72.2,43295704.0
KOR,Korea,1992,72.6,43747962.0
KOR,Korea,1993,73.1,44194628.0
KOR,Korea,1994,73.5,44641540.0
KOR,Korea,1995,73.8,45092991.0
KOR,Korea,1996,74.2,45524681.0
KOR,Korea,1997,74.7,45953580.0
KOR,Korea,1998,75.1,46286503.0
KOR,Korea,1999,75.5,46616677.0
KOR,Korea,2000,76.0,47008111.0
KOR,Korea,2001,76.5,47370164.0
KOR,Korea,2002,76.8,47644736.0
KOR,Korea,2003,77.3,47892330.0
KOR,Korea,2004,77.8,48082519.0
KOR,Korea,2005,78.2,48184561.0
KOR,Korea,2006,78.8,48438292.0
KOR,Korea,2007,79.2,48683638.0
KOR,Korea,2008,79.6,49054708.0
KOR,Korea,2009,80.0,49307835.0
KOR,Korea,2010,80.2,49554112.0
KOR,Korea,2011,80.6,49936638.0
KOR,Korea,2012,80.9,50199853.0
KOR,Korea,2013,81.4,50428893.0
KOR,Korea,2014,81.8,50746659.0
KOR,Korea,2015,82.1,51014947.0
KOR,Korea,2016,82.4,51217803.0
KOR,Korea,2017,82.7,51361911.0
KOR,Korea,2018,82.7,51635256.0
,Luxembourg,1964,65.31290322580645,327366.0
,Luxembourg,1965,65.55161290322582,330161.0
,Luxembourg,1966,66.05625,332419.0
,Luxembourg,1967,66.396875,334227.0
,Luxembourg,1968,66.66363636363637,335834.0
,Luxembourg,1969,66.69687499999998,337567.0
,Luxembourg,1970,67.49743589743589,339174.0
LUX,Luxembourg,1971,69.7,342415.0
LUX,Luxembourg,1972,70.9,346600.0
LUX,Luxembourg,1973,70.8,350450.0
LUX,Luxembourg,1974,70.8,355049.0
LUX,Luxembourg,1975,70.8,358951.0
LUX,Luxembourg,1976,70.8,360728.0
LUX,Luxembourg,1977,72.2,361356.0
LUX,Luxembourg,1978,72.1,362010.0
LUX,Luxembourg,1979,72.8,362856.0
LUX,Luxembourg,1980,72.8,364152.0
LUX,Luxembourg,1981,72.6,365219.0
LUX,Luxembourg,1982,72.7,365525.0
LUX,Luxembourg,1983,73.5,365621.0
LUX,Luxembourg,1984,73.3,365997.0
LUX,Luxembourg,1985,73.8,366707.0
LUX,Luxembourg,1986,74.7,368354.0
LUX,Luxembourg,1987,74.3,370751.0
LUX,Luxembourg,1988,75.0,373450.0
LUX,Luxembourg,1989,74.8,377095.0
LUX,Luxembourg,1990,75.6,381857.0
LUX,Luxembourg,1991,75.7,386999.0
LUX,Luxembourg,1992,75.3,392171.0
LUX,Luxembourg,1993,75.9,397481.0
LUX,Luxembourg,1994,76.6,402921.0
LUX,Luxembourg,1995,76.8,408625.0
LUX,Luxembourg,1996,76.8,414228.0
LUX,Luxembourg,1997,77.0,419440.0
LUX,Luxembourg,1998,77.3,424699.0
LUX,Luxembourg,1999,77.9,430475.0
LUX,Luxembourg,2000,78.0,436303.0
LUX,Luxembourg,2001,77.9,441522.0
LUX,Luxembourg,2002,78.1,446166.0
LUX,Luxembourg,2003,77.8,451626.0
LUX,Luxembourg,2004,79.2,458098.0
LUX,Luxembourg,2005,79.5,465152.0
LUX,Luxembourg,2006,79.4,472641.0
LUX,Luxembourg,2007,79.5,479992.0
LUX,Luxembourg,2008,80.6,488647.0
LUX,Luxembourg,2009,80.7,497783.0
LUX,Luxembourg,2010,80.7,506953.0
LUX,Luxembourg,2011,81.1,518351.0
LUX,Luxembourg,2012,81.5,530952.0
LUX,Luxembourg,2013,81.9,543358.0
LUX,Luxembourg,2014,82.3,556322.0
LUX,Luxembourg,2015,82.4,569605.0
LUX,Luxembourg,2016,82.8,583459.0
LUX,Luxembourg,2017,82.2,596337.0
LUX,Luxembourg,2018,82.4,607950.0
MEX,Mexico,1964,59.9,41970377.0
MEX,Mexico,1965,60.3,43359231.0
MEX,Mexico,1966,60.7,44779078.0
MEX,Mexico,1967,61.0,46234469.0
MEX,Mexico,1968,61.3,47720198.0
MEX,Mexico,1969,61.6,49236362.0
MEX,Mexico,1970,60.9,50778729.0
MEX,Mexico,1971,62.4,52354238.0
MEX,Mexico,1972,63.1,53973953.0
MEX,Mexico,1973,63.7,55619995.0
MEX,Mexico,1974,64.2,57293865.0
MEX,Mexico,1975,64.7,58993234.0
MEX,Mexico,1976,65.2,60702805.0
MEX,Mexico,1977,65.7,62414539.0
MEX,Mexico,1978,66.1,64131336.0
MEX,Mexico,1979,66.6,65849531.0
MEX,Mexico,1980,67.2,67561216.0
MEX,Mexico,1981,67.7,69267849.0
MEX,Mexico,1982,68.2,70973052.0
MEX,Mexico,1983,68.6,72671675.0
MEX,Mexico,1984,69.1,74359027.0
MEX,Mexico,1985,69.5,76030535.0
MEX,Mexico,1986,69.9,77689757.0
MEX,Mexico,1987,70.2,79339498.0
MEX,Mexico,1988,70.6,80970606.0
MEX,Mexico,1989,70.8,82579032.0
MEX,Mexico,1990,70.5,84169571.0
MEX,Mexico,1991,71.6,85748742.0
MEX,Mexico,1992,71.9,87312337.0
MEX,Mexico,1993,72.0,88850856.0
MEX,Mexico,1994,72.3,90362709.0
MEX,Mexico,1995,72.3,91843905.0
MEX,Mexico,1996,72.7,93294783.0
MEX,Mexico,1997,73.1,94720541.0
MEX,Mexico,1998,73.5,96116960.0
MEX,Mexico,1999,74.0,97482584.0
MEX,Mexico,2000,74.7,98785275.0
MEX,Mexico,2001,75.0,100105299.0
MEX,Mexico,2002,75.1,101493987.0
MEX,Mexico,2003,75.1,102890474.0
MEX,Mexico,2004,75.4,104272444.0
MEX,Mexico,2005,75.2,105669369.0
MEX,Mexico,2006,75.5,107155391.0
MEX,Mexico,2007,75.3,108744845.0
MEX,Mexico,2008,75.1,110405454.0
MEX,Mexico,2009,74.9,112095388.0
MEX,Mexico,2010,74.8,113748671.0
MEX,Mexico,2011,74.9,115367452.0
MEX,Mexico,2012,75.0,116935670.0
MEX,Mexico,2013,75.0,118453929.0
MEX,Mexico,2014,74.9,119936411.0
MEX,Mexico,2015,74.7,121347800.0
MEX,Mexico,2016,74.8,122715165.0
MEX,Mexico,2017,74.9,124041731.0
MEX,Mexico,2018,75.0,125327797.0
NLD,Netherlands,1964,73.8,12127116.0
NLD,Netherlands,1965,73.6,12294732.0
NLD,Netherlands,1966,73.6,12456254.0
NLD,Netherlands,1967,73.9,12598202.0
NLD,Netherlands,1968,73.7,12729717.0
NLD,Netherlands,1969,73.6,12877984.0
NLD,Netherlands,1970,73.7,13038523.0
NLD,Netherlands,1971,73.9,13194497.0
NLD,Netherlands,1972,73.8,13328595.0
NLD,Netherlands,1973,74.2,13439325.0
NLD,Netherlands,1974,74.6,13545054.0
NLD,Netherlands,1975,74.6,13666329.0
NLD,Netherlands,1976,74.7,13774037.0
NLD,Netherlands,1977,75.3,13856188.0
NLD,Netherlands,1978,75.3,13941702.0
NLD,Netherlands,1979,75.7,14038270.0
NLD,Netherlands,1980,75.9,14149799.0
NLD,Netherlands,1981,76.0,14247217.0
NLD,Netherlands,1982,76.1,14312689.0
NLD,Netherlands,1983,76.3,14367066.0
NLD,Netherlands,1984,76.4,14424211.0
NLD,Netherlands,1985,76.5,14491629.0
NLD,Netherlands,1986,76.4,14572280.0
NLD,Netherlands,1987,76.9,14665037.0
NLD,Netherlands,1988,77.1,14760092.0
NLD,Netherlands,1989,76.9,14848906.0
NLD,Netherlands,1990,77.0,14951510.0
NLD,Netherlands,1991,77.2,15069799.0
NLD,Netherlands,1992,77.4,15184163.0
NLD,Netherlands,1993,77.1,15290368.0
NLD,Netherlands,1994,77.5,15382834.0
NLD,Netherlands,1995,77.6,15459004.0
NLD,Netherlands,1996,77.6,15530500.0
NLD,Netherlands,1997,78.0,15610650.0
NLD,Netherlands,1998,78.0,15707205.0
NLD,Netherlands,1999,77.9,15812085.0
NLD,Netherlands,2000,78.2,15925505.0
NLD,Netherlands,2001,78.3,16046182.0
NLD,Netherlands,2002,78.4,16148921.0
NLD,Netherlands,2003,78.7,16225303.0
NLD,Netherlands,2004,79.2,16281777.0
NLD,Netherlands,2005,79.5,16319871.0
NLD,Netherlands,2006,79.9,16346096.0
NLD,Netherlands,2007,80.3,16381696.0
NLD,Netherlands,2008,80.5,16445590.0
NLD,Netherlands,2009,80.8,16530387.0
NLD,Netherlands,2010,81.0,16615390.0
NLD,Netherlands,2011,81.3,16693074.0
NLD,Netherlands,2012,81.2,16754963.0
NLD,Netherlands,2013,81.4,16804430.0
NLD,Netherlands,2014,81.8,16865008.0
NLD,Netherlands,2015,81.6,16939925.0
NLD,Netherlands,2016,81.6,17030314.0
NLD,Netherlands,2017,81.8,17131295.0
NLD,Netherlands,2018,81.9,17231622.0
NZL,New Zealand,1964,71.2,2591965.0
NZL,New Zealand,1965,71.2,2640400.0
NZL,New Zealand,1966,71.3,2687580.0
NZL,New Zealand,1967,71.4,2728115.0
NZL,New Zealand,1968,71.4,2758885.0
NZL,New Zealand,1969,71.5,2788435.0
NZL,New Zealand,1970,71.5,2828020.0
NZL,New Zealand,1971,71.6,2875305.0
NZL,New Zealand,1972,71.7,2929135.0
NZL,New Zealand,1973,71.8,2992335.0
NZL,New Zealand,1974,72.0,3058435.0
NZL,New Zealand,1975,72.1,3117765.0
NZL,New Zealand,1976,72.3,3153535.0
NZL,New Zealand,1977,72.5,3164830.0
NZL,New Zealand,1978,72.7,3165705.0
NZL,New Zealand,1979,72.9,3164620.0
NZL,New Zealand,1980,73.2,3170245.0
NZL,New Zealand,1981,73.4,3185460.0
NZL,New Zealand,1982,73.6,3210645.0
NZL,New Zealand,1983,73.7,3245770.0
NZL,New Zealand,1984,73.8,3278850.0
NZL,New Zealand,1985,74.0,3298050.0
NZL,New Zealand,1986,74.1,3308310.0
NZL,New Zealand,1987,74.5,3327785.0
NZL,New Zealand,1988,74.8,3343680.0
NZL,New Zealand,1989,75.2,3357535.0
NZL,New Zealand,1990,75.5,3390085.0
NZL,New Zealand,1991,75.8,3495100.0
NZL,New Zealand,1992,76.1,3531700.0
NZL,New Zealand,1993,76.3,3572200.0
NZL,New Zealand,1994,76.6,3620100.0
NZL,New Zealand,1995,76.8,3673400.0
NZL,New Zealand,1996,77.1,3732000.0
NZL,New Zealand,1997,77.4,3781300.0
NZL,New Zealand,1998,77.7,3815000.0
NZL,New Zealand,1999,78.1,3835100.0
NZL,New Zealand,2000,78.4,3857700.0
NZL,New Zealand,2001,78.7,3880500.0
NZL,New Zealand,2002,79.0,3948500.0
NZL,New Zealand,2003,79.3,4027200.0
NZL,New Zealand,2004,79.6,4087500.0
NZL,New Zealand,2005,79.8,4133900.0
NZL,New Zealand,2006,80.1,4184600.0
NZL,New Zealand,2007,80.3,4223800.0
NZL,New Zealand,2008,80.5,4259800.0
NZL,New Zealand,2009,80.7,4302600.0
NZL,New Zealand,2010,80.8,4350700.0
NZL,New Zealand,2011,81.0,4384000.0
NZL,New Zealand,2012,81.2,4408100.0
NZL,New Zealand,2013,81.4,4442100.0
NZL,New Zealand,2014,81.5,4509700.0
NZL,New Zealand,2015,81.7,4595700.0
NZL,New Zealand,2016,81.7,4693200.0
NZL,New Zealand,2017,81.9,4793900.0
NZL,New Zealand,2018,81.8,4885500.0
NOR,Norway,1964,73.9,3694339.0
NOR,Norway,1965,74.0,3723172.0
NOR,Norway,1966,74.3,3753013.0
NOR,Norway,1967,74.3,3784533.0
NOR,Norway,1968,74.2,3816488.0
NOR,Norway,1969,74.0,3847710.0
NOR,Norway,1970,74.4,3875757.0
NOR,Norway,1971,74.4,3903034.0
NOR,Norway,1972,74.6,3933001.0
NOR,Norway,1973,74.7,3960614.0
NOR,Norway,1974,75.1,3985262.0
NOR,Norway,1975,75.1,4007319.0
NOR,Norway,1976,75.3,4026151.0
NOR,Norway,1977,75.7,4043204.0
NOR,Norway,1978,75.8,4058674.0
NOR,Norway,1979,75.8,4072514.0
NOR,Norway,1980,75.9,4085620.0
NOR,Norway,1981,76.1,4099703.0
NOR,Norway,1982,76.2,4114786.0
NOR,Norway,1983,76.3,4128434.0
NOR,Norway,1984,76.4,4140098.0
NOR,Norway,1985,76.1,4152518.0
NOR,Norway,1986,76.5,4167357.0
NOR,Norway,1987,76.3,4186905.0
NOR,Norway,1988,76.4,4209489.0
NOR,Norway,1989,76.7,4226909.0
NOR,Norway,1990,76.7,4241476.0
NOR,Norway,1991,77.1,4261738.0
NOR,Norway,1992,77.4,4286397.0
NOR,Norway,1993,77.3,4311984.0
NOR,Norway,1994,77.9,4336614.0
NOR,Norway,1995,77.9,4359187.0
NOR,Norway,1996,78.3,4381339.0
NOR,Norway,1997,78.3,4405158.0
NOR,Norway,1998,78.5,4431465.0
NOR,Norway,1999,78.4,4461915.0
NOR,Norway,2000,78.8,4490973.0
NOR,Norway,2001,78.9,4513747.0
NOR,Norway,2002,79.0,4538157.0
NOR,Norway,2003,79.6,4564856.0
NOR,Norway,2004,80.1,4591909.0
NOR,Norway,2005,80.3,4623293.0
NOR,Norway,2006,80.6,4660673.0
NOR,Norway,2007,80.6,4709156.0
NOR,Norway,2008,80.8,4768215.0
NOR,Norway,2009,81.0,4828716.0
NOR,Norway,2010,81.2,4889253.0
NOR,Norway,2011,81.4,4953089.0
NOR,Norway,2012,81.5,5018574.0
NOR,Norway,2013,81.8,5080171.0
NOR,Norway,2014,82.2,5137427.0
NOR,Norway,2015,82.4,5189898.0
NOR,Norway,2016,82.5,5236152.0
NOR,Norway,2017,82.7,5276965.0
NOR,Norway,2018,82.8,5311916.0
POL,Poland,1964,68.7,31161200.0
POL,Poland,1965,69.5,31495900.0
POL,Poland,1966,69.9,31698000.0
POL,Poland,1967,69.5,31943900.0
POL,Poland,1968,70.3,32304800.0
POL,Poland,1969,69.8,32555100.0
POL,Poland,1970,70.0,32642270.0
POL,Poland,1971,69.7,32749400.0
POL,Poland,1972,70.7,33068000.0
POL,Poland,1973,70.7,33362700.0
POL,Poland,1974,71.2,33691008.0
POL,Poland,1975,70.6,34022130.0
POL,Poland,1976,70.7,34362133.0
POL,Poland,1977,70.5,34697576.0
POL,Poland,1978,70.4,35009862.0
POL,Poland,1979,70.9,35256645.0
POL,Poland,1980,70.2,35578019.0
POL,Poland,1981,71.2,35901961.0
POL,Poland,1982,71.2,36227381.0
POL,Poland,1983,71.1,36571418.0
POL,Poland,1984,70.9,36913515.0
POL,Poland,1985,71.1,37202981.0
POL,Poland,1986,71.0,37455681.0
POL,Poland,1987,71.5,37663756.0
POL,Poland,1988,71.5,37862063.0
POL,Poland,1989,71.2,37962808.0
POL,Poland,1990,70.8,38030500.0
POL,Poland,1991,70.5,38108500.0
POL,Poland,1992,71.1,38173500.0
POL,Poland,1993,71.6,38221000.0
POL,Poland,1994,71.8,38252000.0
POL,Poland,1995,72.1,38274500.0
POL,Poland,1996,72.4,38289000.0
POL,Poland,1997,72.8,38292000.0
POL,Poland,1998,73.2,38283500.0
POL,Poland,1999,73.2,38270000.0
POL,Poland,2000,73.8,38258478.0
POL,Poland,2001,74.2,38248076.0
POL,Poland,2002,74.6,38232301.0
POL,Poland,2003,74.7,38195177.0
POL,Poland,2004,74.9,38180249.0
POL,Poland,2005,75.1,38161313.0
POL,Poland,2006,75.3,38132277.0
POL,Poland,2007,75.4,38115967.0
POL,Poland,2008,75.7,38115909.0
POL,Poland,2009,75.8,38153389.0
POL,Poland,2010,76.5,38516689.0
POL,Poland,2011,76.8,38525670.0
POL,Poland,2012,76.9,38533789.0
POL,Poland,2013,77.1,38502396.0
POL,Poland,2014,77.7,38483957.0
POL,Poland,2015,77.6,38454576.0
POL,Poland,2016,78.0,38426809.0
POL,Poland,2017,77.9,38422346.0
POL,Poland,2018,77.7,38413139.0
PRT,Portugal,1964,64.9,9035365.0
PRT,Portugal,1965,65.8,8998595.0
PRT,Portugal,1966,65.2,8930990.0
PRT,Portugal,1967,66.0,8874520.0
PRT,Portugal,1968,66.4,8836650.0
PRT,Portugal,1969,65.9,8757705.0
PRT,Portugal,1970,66.7,8680431.0
PRT,Portugal,1971,66.4,8643755.0
PRT,Portugal,1972,68.4,8630431.0
PRT,Portugal,1973,67.5,8633101.0
PRT,Portugal,1974,68.1,8754363.0
PRT,Portugal,1975,68.4,9093471.0
PRT,Portugal,1976,69.0,9355812.0
PRT,Portugal,1977,70.1,9455673.0
PRT,Portugal,1978,70.5,9558248.0
PRT,Portugal,1979,71.3,9661265.0
PRT,Portugal,1980,71.4,9766275.0
PRT,Portugal,1981,71.7,9851325.0
PRT,Portugal,1982,72.5,9911771.0
PRT,Portugal,1983,72.4,9957865.0
PRT,Portugal,1984,72.7,9996232.0
PRT,Portugal,1985,73.0,10023613.0
PRT,Portugal,1986,73.4,10032734.0
PRT,Portugal,1987,73.8,10030031.0
PRT,Portugal,1988,73.8,10019610.0
PRT,Portugal,1989,74.4,10005000.0
PRT,Portugal,1990,74.1,9983218.0
PRT,Portugal,1991,74.1,9960235.0
PRT,Portugal,1992,74.7,9952494.0
PRT,Portugal,1993,74.6,9964675.0
PRT,Portugal,1994,75.5,9991525.0
PRT,Portugal,1995,75.4,10026176.0
PRT,Portugal,1996,75.3,10063945.0
PRT,Portugal,1997,75.8,10108977.0
PRT,Portugal,1998,76.0,10160196.0
PRT,Portugal,1999,76.3,10217828.0
PRT,Portugal,2000,76.9,10289898.0
PRT,Portugal,2001,77.2,10362722.0
PRT,Portugal,2002,77.4,10419631.0
PRT,Portugal,2003,77.5,10458821.0
PRT,Portugal,2004,78.4,10483861.0
PRT,Portugal,2005,78.2,10503330.0
PRT,Portugal,2006,79.0,10522288.0
PRT,Portugal,2007,79.2,10542964.0
PRT,Portugal,2008,79.5,10558177.0
PRT,Portugal,2009,79.7,10568247.0
PRT,Portugal,2010,80.0,10573100.0
PRT,Portugal,2011,80.6,10557560.0
PRT,Portugal,2012,80.5,10514844.0
PRT,Portugal,2013,80.8,10457295.0
PRT,Portugal,2014,81.2,10401062.0
PRT,Portugal,2015,81.2,10358076.0
PRT,Portugal,2016,81.2,10325452.0
PRT,Portugal,2017,81.5,10300300.0
PRT,Portugal,2018,81.4,10283822.0
SVK,Slovak Republic,1964,71.2,4327949.0
SVK,Slovak Republic,1965,70.4,4373595.0
SVK,Slovak Republic,1966,70.6,4413853.0
SVK,Slovak Republic,1967,71.2,4450880.0
SVK,Slovak Republic,1968,70.7,4483656.0
SVK,Slovak Republic,1969,70.1,4518773.0
SVK,Slovak Republic,1970,70.0,4528459.0
SVK,Slovak Republic,1971,70.0,4559341.0
SVK,Slovak Republic,1972,70.5,4596330.0
SVK,Slovak Republic,1973,70.1,4640673.0
SVK,Slovak Republic,1974,70.3,4691014.0
SVK,Slovak Republic,1975,70.5,4739301.0
SVK,Slovak Republic,1976,70.6,4789452.0
SVK,Slovak Republic,1977,70.6,4840819.0
SVK,Slovak Republic,1978,70.6,4891673.0
SVK,Slovak Republic,1979,70.9,4940223.0
SVK,Slovak Republic,1980,70.6,4984331.0
SVK,Slovak Republic,1981,70.9,5017032.0
SVK,Slovak Republic,1982,71.0,5054770.0
SVK,Slovak Republic,1983,70.7,5091537.0
SVK,Slovak Republic,1984,71.0,5127719.0
SVK,Slovak Republic,1985,71.0,5161789.0
SVK,Slovak Republic,1986,71.2,5192789.0
SVK,Slovak Republic,1987,71.4,5223609.0
SVK,Slovak Republic,1988,71.5,5251120.0
SVK,Slovak Republic,1989,71.3,5276186.0
